continent,iso_code,location,year,month,weekday,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
Europe,CHE,Switzerland,2020,1,4,2020-01-24,,,,,,,
Europe,CHE,Switzerland,2020,1,5,2020-01-25,,,,,,,
Europe,CHE,Switzerland,2020,1,6,2020-01-26,,,,,,,
Europe,CHE,Switzerland,2020,1,0,2020-01-27,,,,,,,
Europe,CHE,Switzerland,2020,1,1,2020-01-28,,,,,,,
Europe,CHE,Switzerland,2020,1,2,2020-01-29,,,,,,,
Europe,CHE,Switzerland,2020,1,3,2020-01-30,,,,,,,
Europe,CHE,Switzerland,2020,1,4,2020-01-31,,,,,,,
Europe,CHE,Switzerland,2020,2,5,2020-02-01,,,,,,,
Europe,CHE,Switzerland,2020,2,6,2020-02-02,,,,,,,
Europe,CHE,Switzerland,2020,2,0,2020-02-03,,,,,,,
Europe,CHE,Switzerland,2020,2,1,2020-02-04,,,,,,,
Europe,CHE,Switzerland,2020,2,2,2020-02-05,,,,,,,
Europe,CHE,Switzerland,2020,2,3,2020-02-06,,,,,,,
Europe,CHE,Switzerland,2020,2,4,2020-02-07,,,,,,,
Europe,CHE,Switzerland,2020,2,5,2020-02-08,,,,,,,
Europe,CHE,Switzerland,2020,2,6,2020-02-09,,,,,,,
Europe,CHE,Switzerland,2020,2,0,2020-02-10,,,,,,,
Europe,CHE,Switzerland,2020,2,1,2020-02-11,,,,,,,
Europe,CHE,Switzerland,2020,2,2,2020-02-12,,,,,,,
Europe,CHE,Switzerland,2020,2,3,2020-02-13,,,,,,,
Europe,CHE,Switzerland,2020,2,4,2020-02-14,,,,,,,
Europe,CHE,Switzerland,2020,2,5,2020-02-15,,,,,,,
Europe,CHE,Switzerland,2020,2,6,2020-02-16,,,,,,,
Europe,CHE,Switzerland,2020,2,0,2020-02-17,,,,,,,
Europe,CHE,Switzerland,2020,2,1,2020-02-18,,,,,,,
Europe,CHE,Switzerland,2020,2,2,2020-02-19,,,,,,,
Europe,CHE,Switzerland,2020,2,3,2020-02-20,,,,,,,
Europe,CHE,Switzerland,2020,2,4,2020-02-21,,,,,,,
Europe,CHE,Switzerland,2020,2,5,2020-02-22,,,,,,,
Europe,CHE,Switzerland,2020,2,6,2020-02-23,,,,,,,
Europe,CHE,Switzerland,2020,2,0,2020-02-24,,,,,,,
Europe,CHE,Switzerland,2020,2,1,2020-02-25,,,,,,,
Europe,CHE,Switzerland,2020,2,2,2020-02-26,,,,,,,
Europe,CHE,Switzerland,2020,2,3,2020-02-27,,,,,,,
Europe,CHE,Switzerland,2020,2,4,2020-02-28,,,,,,,
Europe,CHE,Switzerland,2020,2,5,2020-02-29,,,,,,,
Europe,CHE,Switzerland,2020,3,6,2020-03-01,,,,,,,
Europe,CHE,Switzerland,2020,3,0,2020-03-02,,,,,,,
Europe,CHE,Switzerland,2020,3,1,2020-03-03,,,,,,,
Europe,CHE,Switzerland,2020,3,2,2020-03-04,,,,,,,
Europe,CHE,Switzerland,2020,3,3,2020-03-05,,,,,,,
Europe,CHE,Switzerland,2020,3,4,2020-03-06,,,,,,,
Europe,CHE,Switzerland,2020,3,5,2020-03-07,,,,,,,
Europe,CHE,Switzerland,2020,3,6,2020-03-08,,,,,,,
Europe,CHE,Switzerland,2020,3,0,2020-03-09,,,,,,,
Europe,CHE,Switzerland,2020,3,1,2020-03-10,,,,,,,
Europe,CHE,Switzerland,2020,3,2,2020-03-11,,,,,,,
Europe,CHE,Switzerland,2020,3,3,2020-03-12,,,,,,,
Europe,CHE,Switzerland,2020,3,4,2020-03-13,,,,,,,
Europe,CHE,Switzerland,2020,3,5,2020-03-14,,,,,,,
Europe,CHE,Switzerland,2020,3,6,2020-03-15,,,,,,,
Europe,CHE,Switzerland,2020,3,0,2020-03-16,,,,,,,
Europe,CHE,Switzerland,2020,3,1,2020-03-17,,,,,,,
Europe,CHE,Switzerland,2020,3,2,2020-03-18,,,,,,,
Europe,CHE,Switzerland,2020,3,3,2020-03-19,,,,,,,
Europe,CHE,Switzerland,2020,3,4,2020-03-20,,,,,,,
Europe,CHE,Switzerland,2020,3,5,2020-03-21,,,,,,,
